item_name,clean,label_ground,ml_label_v3,ml_conf_v3
Oishi Snack Phô Mai Miếng 68G,oishi snack phô mai miếng,Snack - Bánh kẹo,Snack - Bánh kẹo,0.971
Oishi Snack Bắp 4X Vị Bắp Nướng Bơ 68Gr,oishi snack bắp 4x vị bắp nướng bơ 68gr,Snack - Bánh kẹo,Snack - Bánh kẹo,0.954
Snack Pillow Kem Vani 80G,snack pillow kem vani,Snack - Bánh kẹo,Snack - Bánh kẹo,0.946
Snack Oishi Phòng Mực Gói 35G/32G/34G,snack oishi phòng mực gói / /,Snack - Bánh kẹo,Snack - Bánh kẹo,0.977
Lays - Snack Khoai Tây 90G,lays - snack khoai tây,Snack - Bánh kẹo,Snack - Bánh kẹo,0.987
Oishi - Snack Bắp Ngọt 68G,oishi - snack bắp ngọt,Snack - Bánh kẹo,Snack - Bánh kẹo,0.994
Oishi - Snack Phô Mai Mê Vị Gói 68G,oishi - snack phô mai mê vị gói,Snack - Bánh kẹo,Snack - Bánh kẹo,0.99
Oishi - Snack Bí Đỏ Gói 68G,oishi - snack bí đỏ gói,Snack - Bánh kẹo,Snack - Bánh kẹo,0.993
Snack Nhan Cookie&Kemvani80G,snack nhan cookie&kemvani80g,Snack - Bánh kẹo,Snack - Bánh kẹo,0.999
Pillows Snack Nhân Vị Cookie Và Kem Vani X Goi,pillows snack nhân vị cookie và kem vani x goi,Snack - Bánh kẹo,Snack - Bánh kẹo,0.992
Pillows Snack Nhân Socola Vị Hazelnut X Goi,pillows snack nhân socola vị hazelnut x goi,Snack - Bánh kẹo,Snack - Bánh kẹo,0.957
Snack Pillows Sua Dua 80G,snack pillows sua dua,Snack - Bánh kẹo,Snack - Bánh kẹo,0.987
Snack Pillows Socola 80G,snack pillows socola,Snack - Bánh kẹo,Snack - Bánh kẹo,0.99
Snack Puffcorn Caram,snack puffcorn caram,Snack - Bánh kẹo,Snack - Bánh kẹo,0.962
Snack Poca Muối Ớt 60G,snack poca muối ớt,Snack - Bánh kẹo,Snack - Bánh kẹo,0.97
Snack Poca/Lay'S Vị Tảo Biển Nori 52G/56G/63G/54G/50G,snack poca/lay s vị tảo biển nori / / / /,Snack - Bánh kẹo,Snack - Bánh kẹo,0.985
Snack Kt Lay'S Vị Tự Nhiên 150G,snack kt lay s vị tự nhiên,Snack - Bánh kẹo,Snack - Bánh kẹo,0.984
Oishi Akiko Snack Que Nhân Cafe Moka 7G,oishi akiko snack que nhân cafe moka,Snack - Bánh kẹo,Snack - Bánh kẹo,0.968
Snack Oishi Hành Gói 35G/32G/34G,snack oishi hành gói / /,Snack - Bánh kẹo,Snack - Bánh kẹo,0.997
Snack Oishi Phòng Mực Gói 35G/32G/34G,snack oishi phòng mực gói / /,Snack - Bánh kẹo,Snack - Bánh kẹo,0.977
Snack Oishi Tôm Cay Đặc Biệt Gói 35G/32G/34G,snack oishi tôm cay đặc biệt gói / /,Snack - Bánh kẹo,Snack - Bánh kẹo,0.977
Snack Kinh Đô Vị Cua Gói 32G/29G,snack kinh đô vị cua gói /,Snack - Bánh kẹo,Snack - Bánh kẹo,0.99
Snack Oishi Phomat Miếng Gói 35G/32G/34G,snack oishi phomat miếng gói / /,Snack - Bánh kẹo,Snack - Bánh kẹo,0.973
Snack Oishi Bí Đỏ Vị Bò Nướng Gói 35G/32G/34G,snack oishi bí đỏ vị bò nướng gói / /,Snack - Bánh kẹo,Snack - Bánh kẹo,0.981
Oishi Snack Phồng Mực Indochip 34G,oishi snack phồng mực indochip,Snack - Bánh kẹo,Snack - Bánh kẹo,0.946
Snack Bapscocola66G,snack bapscocola66g,Snack - Bánh kẹo,Snack - Bánh kẹo,0.935
Snack Poca/Lay'S Vị Tảo Biển Nori 52G/56G/53G/54G/50G,snack poca/lay s vị tảo biển nori / / / /,Snack - Bánh kẹo,Snack - Bánh kẹo,0.985
Snack Poca Bo Luc Lac 60G,snack poca bo luc lac,Snack - Bánh kẹo,Snack - Bánh kẹo,0.99
Snack Kt Thanibo Lv..Texas 60G,snack kt thanibo lv texas,Snack - Bánh kẹo,Snack - Bánh kẹo,0.914
Snack Poca Muc-Muoi Ot 60G,snack poca muc-muoi ot,Snack - Bánh kẹo,Snack - Bánh kẹo,0.956
Snack Olshi Nhân Đậu Phộng Vị Hải Sản Siêu Cay Gói 85G/80G,snack olshi nhân đậu phộng vị hải sản siêu cay gói /,Snack - Bánh kẹo,Snack - Bánh kẹo,0.894
Snack Ostar Vị Tảo Biển Gói 55G/60G,snack ostar vị tảo biển gói /,Snack - Bánh kẹo,Snack - Bánh kẹo,0.979
Snack Khoai Tây Bơ Tiêu 160G - Vat 5%,snack khoai tây bơ tiêu - vat 5,Snack - Bánh kẹo,Snack - Bánh kẹo,0.953
Snack Oishi Nhân Đậu Phộng Vị Hải Sản Siêu Cay Gói 85G/80G,snack oishi nhân đậu phộng vị hải sản siêu cay gói /,Snack - Bánh kẹo,Snack - Bánh kẹo,0.935
Snack Poca Mỳ Pháp Sư Vị Phô Mai 58G,snack poca mỳ pháp sư vị phô mai,Snack - Bánh kẹo,Snack - Bánh kẹo,0.93
Snack Corn Chip Vị Bắp Ngọt Và Cay 35G/42G,snack corn chip vị bắp ngọt và cay /,Snack - Bánh kẹo,Snack - Bánh kẹo,0.965
B Snack Ktay Lay'S Tu Nhien 98G,b snack ktay lay s tu nhien,Snack - Bánh kẹo,Snack - Bánh kẹo,0.981
Snack Tarsta Vi Ta,snack tarsta vi ta,Snack - Bánh kẹo,Snack - Bánh kẹo,0.977
King Marine Boy Snack Ca 56G/1 Goi,king marine boy snack ca /1 goi,Snack - Bánh kẹo,Snack - Bánh kẹo,0.971
Oishi Snack Cua Xot Chua Ngot 68,oishi snack cua xot chua ngot 68,Snack - Bánh kẹo,Snack - Bánh kẹo,0.966
Snack Kt Swing Maxx Cay 52G,snack kt swing maxx cay,Snack - Bánh kẹo,Snack - Bánh kẹo,0.98
Snack Khoai Tây T.Thống Nb Lon 110G,snack khoai tây t thống nb lon,Snack - Bánh kẹo,Snack - Bánh kẹo,0.935
Jagabee Snack Khoai Tây Vị Ớt Cay 36G X Gói,jagabee snack khoai tây vị ớt cay x gói,Snack - Bánh kẹo,Snack - Bánh kẹo,0.924
Doritos Snack Vị Taco 65G X Gói,doritos snack vị taco x gói,Snack - Bánh kẹo,Snack - Bánh kẹo,0.972
Doritos Snack Vị Cheese 65G X Gói,doritos snack vị cheese x gói,Snack - Bánh kẹo,Snack - Bánh kẹo,0.968
Snack Lay'S Max Bo Wagyu 75G,snack lay s max bo wagyu,Snack - Bánh kẹo,Snack - Bánh kẹo,0.966
Snack Lay'S Max T.Bien N.B 75,snack lay s max t bien n b 75,Snack - Bánh kẹo,Snack - Bánh kẹo,0.975
Karamucho Snack Kt Sot Cay Ngot Hq 80G,karamucho snack kt sot cay ngot hq,Snack - Bánh kẹo,Snack - Bánh kẹo,0.945
Snack Kt Lay Vi Muc Gion Dl88,snack kt lay vi muc gion dl88,Snack - Bánh kẹo,Snack - Bánh kẹo,0.944
Snack Ostar Vi Kimchi Goi 32G/35G/33G,snack ostar vi kimchi goi / /,Snack - Bánh kẹo,Snack - Bánh kẹo,0.972
Snack Corn Chlp Vi Bap Ngot Va Cay 35G/42G,snack corn chlp vi bap ngot va cay /,Snack - Bánh kẹo,Snack - Bánh kẹo,0.959
Snack Lay'Sbowavytrunlon,snack lay sbowavytrunlon,Snack - Bánh kẹo,Snack - Bánh kẹo,0.92
Snack Lay'Sthai Tom Humnlon,snack lay sthai tom humnlon,Snack - Bánh kẹo,Snack - Bánh kẹo,0.92
Snack Jacknjill Puffcorn Socola Goi 45G/35G/30G,snack jacknjill puffcorn socola goi / /,Snack - Bánh kẹo,Snack - Bánh kẹo,0.959
Snack Bings - Bánh Tráng Trúng Bóng Brs-5V4N1-C53D,snack bings - bánh tráng trúng bóng brs-5v4n1-c53d,Snack - Bánh kẹo,Snack - Bánh kẹo,0.951
Snack Ktc Lay'S Max Vi Tao,snack ktc lay s max vi tao,Snack - Bánh kẹo,Snack - Bánh kẹo,0.986
Snack Jack'Njill Puffcorn Socola Gói 45G/35G/30G,snack jack njill puffcorn socola gói / /,Snack - Bánh kẹo,Snack - Bánh kẹo,0.977
Bánh Snack Vị Socola Puff Corn 30G,bánh snack vị socola puff corn,Snack - Bánh kẹo,Snack - Bánh kẹo,0.996
Snack Lay'Sbowagy+Tru.Ton1(,snack lay sbowagy+tru ton1,Snack - Bánh kẹo,Snack - Bánh kẹo,0.902
Snack Bắp Chai Mplus Vị Kem Chai 260G,snack bắp chai mplus vị kem chai,Snack - Bánh kẹo,Snack - Bánh kẹo,0.872
Snack Hanh Dau Phong Oishi Vi Cot Dua 386G/60/Vup,snack hanh dau phong oishi vi cot dua /60/vup,Snack - Bánh kẹo,Snack - Bánh kẹo,0.923
Oishi Snack Phomat Mieng 34Gr,oishi snack phomat mieng 34gr,Snack - Bánh kẹo,Snack - Bánh kẹo,0.973
Oishi Snack Tom Cay 34Gr,oishi snack tom cay 34gr,Snack - Bánh kẹo,Snack - Bánh kẹo,0.993
O'Star Snack Khoai Tay Tu Nhien 63G/55G,o star snack khoai tay tu nhien /,Snack - Bánh kẹo,Snack - Bánh kẹo,0.977
Poca Snack Hinh Cua Vi Tao Bien 60G,poca snack hinh cua vi tao bien,Snack - Bánh kẹo,Snack - Bánh kẹo,0.99
Bim Bim Oishi Snack Tôm Cay Gói 80G Các Màu,bim bim oishi snack tôm cay gói các màu,Snack - Bánh kẹo,Snack - Bánh kẹo,0.921
Snack Ga,snack ga,Snack - Bánh kẹo,Snack - Bánh kẹo,1.0
Snack Ph,snack ph,Snack - Bánh kẹo,Snack - Bánh kẹo,1.0
Snack Kh,snack kh,Snack - Bánh kẹo,Snack - Bánh kẹo,1.0
Snack Kk,snack kk,Snack - Bánh kẹo,Snack - Bánh kẹo,0.999
Snack Gh,snack gh,Snack - Bánh kẹo,Snack - Bánh kẹo,0.999
Snack Kho,snack kho,Snack - Bánh kẹo,Snack - Bánh kẹo,1.0
Snack Que Akiko Cf Moka 74G20,snack que akiko cf moka 74g20,Snack - Bánh kẹo,Snack - Bánh kẹo,0.935
Snack Pillows Hazelnut 85/80G,snack pillows hazelnut 85/,Snack - Bánh kẹo,Snack - Bánh kẹo,0.929
Snack Dishi Tom Cay Db 73/66G,snack dishi tom cay db 73/,Snack - Bánh kẹo,Snack - Bánh kẹo,0.974
Snack Que Nhan Cafe Moka Akico 160G/40G,snack que nhan cafe moka akico /,Snack - Bánh kẹo,Snack - Bánh kẹo,0.938
Poca Snack Cua Vi Tao Bien 60G X Goi,poca snack cua vi tao bien x goi,Snack - Bánh kẹo,Snack - Bánh kẹo,0.99
Oishi Snack Phong Muc 34G X Goi,oishi snack phong muc x goi,Snack - Bánh kẹo,Snack - Bánh kẹo,0.991
Snack Swing Ga Teriy,snack swing ga teriy,Snack - Bánh kẹo,Snack - Bánh kẹo,0.984
Snack O'Start V/Kim C,snack o start v/kim c,Snack - Bánh kẹo,Snack - Bánh kẹo,0.959
T3 Snack Tom Ruay Puan,t3 snack tom ruay puan,Snack - Bánh kẹo,Snack - Bánh kẹo,0.957
Snack Caramen Puff Corn 30G,snack caramen puff corn,Snack - Bánh kẹo,Snack - Bánh kẹo,0.934
Snack Swing Nysteak 48G/58G/63G/55G,snack swing nysteak / / /,Snack - Bánh kẹo,Snack - Bánh kẹo,0.967
Snack Poca Bo Luc Lac Goi 70G/65G,snack poca bo luc lac goi /,Snack - Bánh kẹo,Snack - Bánh kẹo,0.989
Snack Lay'S Vi Tao Bien Nori Goi 95G/90G,snack lay s vi tao bien nori goi /,Snack - Bánh kẹo,Snack - Bánh kẹo,0.992
Lay’S Snack Khoai Tây Táo Biển Nơi Gói 90G,lay s snack khoai tây táo biển nơi gói,Snack - Bánh kẹo,Snack - Bánh kẹo,0.948
Snack Cua Kinh Do 29,snack cua kinh do 29,Snack - Bánh kẹo,Snack - Bánh kẹo,0.986
Snack Khoai Tây Lays Vị Tự Nhiên Classic Gói 150G,snack khoai tây lays vị tự nhiên classic gói,Snack - Bánh kẹo,Snack - Bánh kẹo,0.908
Snack Swing Vl Bft Tet Newyork Goi 30G/36G/32G/33G,snack swing vl bft tet newyork goi / / /,Snack - Bánh kẹo,Snack - Bánh kẹo,0.944
Snack Toonles Vl Cay Goi 38G/35G/40G,snack toonles vl cay goi / /,Snack - Bánh kẹo,Snack - Bánh kẹo,0.966
Snack Poca Hinh Cu,snack poca hinh cu,Snack - Bánh kẹo,Snack - Bánh kẹo,0.996
Snack Swing Vị Bít Tết Newyork Gói 30G/36G/32G/33G,snack swing vị bít tết newyork gói / / /,Snack - Bánh kẹo,Snack - Bánh kẹo,0.949
Vato6 Snack Kit Gnocchi Noi Tu Nhien 65G,vato6 snack kit gnocchi noi tu nhien,Snack - Bánh kẹo,Snack - Bánh kẹo,0.905
Akiko Snack Que Nhân Sữa 7G X Gói,akiko snack que nhân sữa x gói,Snack - Bánh kẹo,Snack - Bánh kẹo,0.965
Akiko Snack Que Nhân Phô Mai 7G X Gói,akiko snack que nhân phô mai x gói,Snack - Bánh kẹo,Snack - Bánh kẹo,0.932
Akiko Snack Que Nhân Cafe Moka 7G X Gói,akiko snack que nhân cafe moka x gói,Snack - Bánh kẹo,Snack - Bánh kẹo,0.933
Snack Nhan Vi Hat Phi 80G,snack nhan vi hat phi,Snack - Bánh kẹo,Snack - Bánh kẹo,0.993
Snack Nhung Socola Sponge,snack nhung socola sponge,Snack - Bánh kẹo,Snack - Bánh kẹo,0.959
Oishi Snack Tom Cay Dac Biet 68G,oishi snack tom cay dac biet,Snack - Bánh kẹo,Snack - Bánh kẹo,0.989
Oishi Snack Nhan Sua Dua Pillows 80G,oishi snack nhan sua dua pillows,Snack - Bánh kẹo,Snack - Bánh kẹo,0.989
Oishi Snack Phomat Mieng 34Gr,oishi snack phomat mieng 34gr,Snack - Bánh kẹo,Snack - Bánh kẹo,0.973
Oishi Snack Bi Do Bo Nuong 68G/1,oishi snack bi do bo nuong /1,Snack - Bánh kẹo,Snack - Bánh kẹo,0.993
Snack Swing Bit Te,snack swing bit te,Snack - Bánh kẹo,Snack - Bánh kẹo,0.996
Poca Snack Cua Vi Tao Bien 60G X Goi,poca snack cua vi tao bien x goi,Snack - Bánh kẹo,Snack - Bánh kẹo,0.99
Ostar Snack Vị Phô Mai Trứng Muối 56G,ostar snack vị phô mai trứng muối,Snack - Bánh kẹo,Snack - Bánh kẹo,0.93
"Snack Bap Kara, Phomai Cay 30",snack bap kara phomai cay 30,Snack - Bánh kẹo,Snack - Bánh kẹo,0.972
Snack Ktc Lay'S Vi B,snack ktc lay s vi b,Snack - Bánh kẹo,Snack - Bánh kẹo,0.997
Pillows Snack Nhan Vi Cookie Va Kem Vani X Goi,pillows snack nhan vi cookie va kem vani x goi,Snack - Bánh kẹo,Snack - Bánh kẹo,0.992
Orion Snack Corn Chip Vi Bap Ngot Va Cay 35G X Goi,orion snack corn chip vi bap ngot va cay x goi,Snack - Bánh kẹo,Snack - Bánh kẹo,0.968
Toonies Snack Choco Vi Socola 32G X Goi,toonies snack choco vi socola x goi,Snack - Bánh kẹo,Snack - Bánh kẹo,0.973
Snack Bap Karamucho Phomai Cay 30G X Goi,snack bap karamucho phomai cay x goi,Snack - Bánh kẹo,Snack - Bánh kẹo,0.968
Snack Kt Lay'S Vi Than Bo Nuong 150G,snack kt lay s vi than bo nuong,Snack - Bánh kẹo,Snack - Bánh kẹo,0.988
Snack Kt Lay'S Vi Tao Bien Nori 150G,snack kt lay s vi tao bien nori,Snack - Bánh kẹo,Snack - Bánh kẹo,0.989
T3. Oishi Snack Hanh 34G,t3 oishi snack hanh,Snack - Bánh kẹo,Snack - Bánh kẹo,0.999
Snack Oishi Bt Do Vi Bo Nuong 35G/32G,snack oishi bt do vi bo nuong /,Snack - Bánh kẹo,Snack - Bánh kẹo,0.994
D-Snack Oishi Tom Cay Dac Biet 35G/32G,d-snack oishi tom cay dac biet /,Snack - Bánh kẹo,Snack - Bánh kẹo,0.94
Oishi Snack Ca Ch,oishi snack ca ch,Snack - Bánh kẹo,Snack - Bánh kẹo,0.999
Oishi Akiko Snack Qu,oishi akiko snack qu,Snack - Bánh kẹo,Snack - Bánh kẹo,0.997
Snack Chikki Hq Ga 28G,snack chikki hq ga,Snack - Bánh kẹo,Snack - Bánh kẹo,0.983
Snack Oishi Cua Chua Ngot 68,snack oishi cua chua ngot 68,Snack - Bánh kẹo,Snack - Bánh kẹo,0.983
Snack Phomai Oishi Mieng 34G,snack phomai oishi mieng,Snack - Bánh kẹo,Snack - Bánh kẹo,0.986
Snack Nhan Dau Phong 95G - (Goi),snack nhan dau phong - goi,Snack - Bánh kẹo,Snack - Bánh kẹo,0.98
Snack Bap Ngot 68G,snack bap ngot,Snack - Bánh kẹo,Snack - Bánh kẹo,0.997
Snack Que Akiko Cf Moka 7G*20,snack que akiko cf moka 20,Snack - Bánh kẹo,Snack - Bánh kẹo,0.948
Snack Ktc Lay'S Max,snack ktc lay s max,Snack - Bánh kẹo,Snack - Bánh kẹo,0.991
Snack Khoai Tay Tao,snack khoai tay tao,Snack - Bánh kẹo,Snack - Bánh kẹo,0.991
Article 8936036025293 Snack Khoai Tay Tao,article 8936036025293 snack khoai tay tao,Snack - Bánh kẹo,Snack - Bánh kẹo,0.877
Oishi Snack Hanh Scl Pillows 80G,oishi snack hanh scl pillows,Snack - Bánh kẹo,Snack - Bánh kẹo,0.991
Oishi Snack Hanh Sua Dau Pillows 80G,oishi snack hanh sua dau pillows,Snack - Bánh kẹo,Snack - Bánh kẹo,0.989
Snack Nhan Socola 80G,snack nhan socola,Snack - Bánh kẹo,Snack - Bánh kẹo,0.997
Snack Oishi Tom Cay,snack oishi tom cay,Snack - Bánh kẹo,Snack - Bánh kẹo,0.998
Snack Oishi Vị Tôm Cay Nồng Gói 70G,snack oishi vị tôm cay nồng gói,Snack - Bánh kẹo,Snack - Bánh kẹo,0.986
Snack Đùi Gà Rong Biển Dorkbua Bbq Korean Thái Lan 115G,snack đùi gà rong biển dorkbua bbq korean thái lan,Snack - Bánh kẹo,Snack - Bánh kẹo,0.869
Oishi_ Snack Khoai Tây Siêu Mỏng 75G,oishi_ snack khoai tây siêu mỏng,Snack - Bánh kẹo,Snack - Bánh kẹo,0.986
Snack Đỗ Xanh Phồng,snack đỗ xanh phồng,Snack - Bánh kẹo,Snack - Bánh kẹo,0.965
Snack Phồng Măn,snack phồng măn,Snack - Bánh kẹo,Snack - Bánh kẹo,0.977
Snack Ót Giàu Cá La,snack ót giàu cá la,Snack - Bánh kẹo,Snack - Bánh kẹo,0.941
Snack Lay'S Max Bo Wagyu 75G,snack lay s max bo wagyu,Snack - Bánh kẹo,Snack - Bánh kẹo,0.966
Snack Nhan Dau Phong 95G (20G/T),snack nhan dau phong /t,Snack - Bánh kẹo,Snack - Bánh kẹo,0.976
Snack Nhân Đậu Phộng 95G (20G/T),snack nhân đậu phộng /t,Snack - Bánh kẹo,Snack - Bánh kẹo,0.968
Snack Nhân Đậu Phộng 95G (20G/T) Vị Nước Cốt Dừa,snack nhân đậu phộng /t vị nước cốt dừa,Snack - Bánh kẹo,Snack - Bánh kẹo,0.893
Snack Poca Hinh Cua Vi Suon Nuong Bbq Goi 60G,snack poca hinh cua vi suon nuong bbq goi,Snack - Bánh kẹo,Snack - Bánh kẹo,0.909
Snack Super Ring Cheese Cracker 75G,snack super ring cheese cracker,Snack - Bánh kẹo,Snack - Bánh kẹo,0.96
Snack Marine Boy Kin,snack marine boy kin,Snack - Bánh kẹo,Snack - Bánh kẹo,0.98
Oishi - Snack Nhan Vi Socola 95G (Goi),oishi - snack nhan vi socola goi,Snack - Bánh kẹo,Snack - Bánh kẹo,0.997
Oishi - Snack Que Akiko Nhan Ca Phe Moka 140G (Goi),oishi - snack que akiko nhan ca phe moka goi,Snack - Bánh kẹo,Snack - Bánh kẹo,0.969
M2 Snack Tom,m2 snack tom,Snack - Bánh kẹo,Snack - Bánh kẹo,1.0
Snack Snow Party V,snack snow party v,Snack - Bánh kẹo,Snack - Bánh kẹo,0.974
Snack Oishi Marty'S,snack oishi marty s,Snack - Bánh kẹo,Snack - Bánh kẹo,0.996
Snack Ostar Vi Tao B,snack ostar vi tao b,Snack - Bánh kẹo,Snack - Bánh kẹo,0.991
Snack Bap Koimucho V,snack bap koimucho v,Snack - Bánh kẹo,Snack - Bánh kẹo,0.973
Snack Que Bacon Cam,snack que bacon cam,Snack - Bánh kẹo,Snack - Bánh kẹo,0.977
Talaethong Snack Muc Vi Rong Bien 100G,talaethong snack muc vi rong bien,Snack - Bánh kẹo,Snack - Bánh kẹo,0.892
Snack Gan Bo Cay Hang Dai - (Goi),snack gan bo cay hang dai - goi,Snack - Bánh kẹo,Snack - Bánh kẹo,0.983
Snack Sing Bn Tit,snack sing bn tit,Snack - Bánh kẹo,Snack - Bánh kẹo,0.984
Snack Ostar Vi Kimchi Goi 52G/25G/33G,snack ostar vi kimchi goi / /,Snack - Bánh kẹo,Snack - Bánh kẹo,0.972
"Snack Swing Vi Bit Tet Newyori, Goi 30G/36G/32G/33G",snack swing vi bit tet newyori goi / / /,Snack - Bánh kẹo,Snack - Bánh kẹo,0.973
Snack Oishi Bap Ngot Goi 35G/32G/34G,snack oishi bap ngot goi / /,Snack - Bánh kẹo,Snack - Bánh kẹo,0.996
Snack Poca/Lay'S Vi Tao Bien Nori 52G/56G/63G/54G/50G,snack poca/lay s vi tao bien nori / / / /,Snack - Bánh kẹo,Snack - Bánh kẹo,0.987
Karamucho Snack K.Tay Cay Db 82G 8933135440034,karamucho snack k tay cay db 8933135440034,Snack - Bánh kẹo,Snack - Bánh kẹo,0.89
"Snack Swing Maxx Xot Cay Ngot Han Quoc, Goi (30G)",snack swing maxx xot cay ngot han quoc goi,Snack - Bánh kẹo,Snack - Bánh kẹo,0.907
Snack Oishi Tom Muoi,snack oishi tom muoi,Snack - Bánh kẹo,Snack - Bánh kẹo,0.997
Snack Oishi Phong Mu,snack oishi phong mu,Snack - Bánh kẹo,Snack - Bánh kẹo,0.996
Snack Tayo X,snack tayo x,Snack - Bánh kẹo,Snack - Bánh kẹo,0.998
Snack Swing Bit Te,snack swing bit te,Snack - Bánh kẹo,Snack - Bánh kẹo,0.996
Snack Puffcorn Socol,snack puffcorn socol,Snack - Bánh kẹo,Snack - Bánh kẹo,0.977
Oishi Snack Bi Do Bo Nuong 68G,oishi snack bi do bo nuong,Snack - Bánh kẹo,Snack - Bánh kẹo,0.996
Snack Poca/Lay'S Vi Khoai Tay Tu Nhien Classic 95G/90G,snack poca/lay s vi khoai tay tu nhien classic /,Snack - Bánh kẹo,Snack - Bánh kẹo,0.95
Snack O'Star Khoai Tay Vi Tu Nhien Goi 108G/105G/95G,snack o star khoai tay vi tu nhien goi / /,Snack - Bánh kẹo,Snack - Bánh kẹo,0.978
Snack Otshi Tom,snack otshi tom,Snack - Bánh kẹo,Snack - Bánh kẹo,0.992
Snack Otshi Marty'S,snack otshi marty s,Snack - Bánh kẹo,Snack - Bánh kẹo,0.98
Snack Puren 14Y Vi,snack puren 14y vi,Snack - Bánh kẹo,Snack - Bánh kẹo,0.972
Snack C Star Vi Rong Bien Goi 30G/36G/32G/35G/33G,snack c star vi rong bien goi / / / /,Snack - Bánh kẹo,Snack - Bánh kẹo,0.987
Snack Bi Do Oishi Vi Bo 68G,snack bi do oishi vi bo,Snack - Bánh kẹo,Snack - Bánh kẹo,0.998
Snack Oishi Phomai Mieng68G,snack oishi phomai mieng68g,Snack - Bánh kẹo,Snack - Bánh kẹo,0.975
Snack Jacknjill Pplfcorn Socola Gói 45G/35G/30G,snack jacknjill pplfcorn socola gói / /,Snack - Bánh kẹo,Snack - Bánh kẹo,0.949
Snack Toonies Vị Gà Bbq/Gà Rán 38G/35G/40G,snack toonies vị gà bbq/gà rán / /,Snack - Bánh kẹo,Snack - Bánh kẹo,0.954
Oishi Snack Bap 4X Sr,oishi snack bap 4x sr,Snack - Bánh kẹo,Snack - Bánh kẹo,0.991
Oishi Snack Bap Ngot,oishi snack bap ngot,Snack - Bánh kẹo,Snack - Bánh kẹo,0.997
Karamucho Snack K.Tay Cay Db 82G,karamucho snack k tay cay db,Snack - Bánh kẹo,Snack - Bánh kẹo,0.977
Banh Snack Swing Vi,banh snack swing vi,Snack - Bánh kẹo,Snack - Bánh kẹo,0.999
Banh Snack Swing Max,banh snack swing max,Snack - Bánh kẹo,Snack - Bánh kẹo,0.998
Snack Marine Boy Kin,snack marine boy kin,Snack - Bánh kẹo,Snack - Bánh kẹo,0.98
Snack Chicky Que Vin,snack chicky que vin,Snack - Bánh kẹo,Snack - Bánh kẹo,0.968
Snack Dau Xanh,snack dau xanh,Snack - Bánh kẹo,Snack - Bánh kẹo,0.995
Snack Bap Sua 34G,snack bap sua,Snack - Bánh kẹo,Snack - Bánh kẹo,0.998
Snack Oishi 40G,snack oishi,Snack - Bánh kẹo,Snack - Bánh kẹo,1.0
Snack Pillows 80G,snack pillows,Snack - Bánh kẹo,Snack - Bánh kẹo,0.996
Snack Muc Hai San Vi,snack muc hai san vi,Snack - Bánh kẹo,Snack - Bánh kẹo,0.953
Snack Bắp Kakaramucho Cay Đặc Biệt 64G/60G,snack bắp kakaramucho cay đặc biệt /,Snack - Bánh kẹo,Snack - Bánh kẹo,0.948
Snack Poca Cua Vị Suon Nướng Bèo 50G,snack poca cua vị suon nướng bèo,Snack - Bánh kẹo,Snack - Bánh kẹo,0.968
Snack Poca Bò Lúc Lắc 60G,snack poca bò lúc lắc,Snack - Bánh kẹo,Snack - Bánh kẹo,0.958
Snack Oishi Vi Tom Cay Nong Goi 70G,snack oishi vi tom cay nong goi,Snack - Bánh kẹo,Snack - Bánh kẹo,0.991
Banh Snack Lay'S Tu Nhien 54G,banh snack lay s tu nhien,Snack - Bánh kẹo,Snack - Bánh kẹo,0.996
Banh Snack Lay'S Tao Bien 54G,banh snack lay s tao bien,Snack - Bánh kẹo,Snack - Bánh kẹo,0.997
Banh Snack Lay'S Max Bo Wagu,banh snack lay s max bo wagu,Snack - Bánh kẹo,Snack - Bánh kẹo,0.989
Snack Marine Boy Kin,snack marine boy kin,Snack - Bánh kẹo,Snack - Bánh kẹo,0.98
Snack Ktc Lay'S Wavy,snack ktc lay s wavy,Snack - Bánh kẹo,Snack - Bánh kẹo,0.978
Snack Ktc Lay'S Tao,snack ktc lay s tao,Snack - Bánh kẹo,Snack - Bánh kẹo,0.994
Snack Ostar Vi Kimchi Goi 32G/35G/33G,snack ostar vi kimchi goi / /,Snack - Bánh kẹo,Snack - Bánh kẹo,0.972
Marineboy Snack Kimg Vi Tao Bien Nori 56G,marineboy snack kimg vi tao bien nori,Snack - Bánh kẹo,Snack - Bánh kẹo,0.929
Toonies Bánh Snack Vị Phô Mai 35G/40G,toonies bánh snack vị phô mai /,Snack - Bánh kẹo,Snack - Bánh kẹo,0.996
Marineboy Snack King Vị Tảo Biển Nori 56G,marineboy snack king vị tảo biển nori,Snack - Bánh kẹo,Snack - Bánh kẹo,0.953
Snack Dau Phong Sa,snack dau phong sa,Snack - Bánh kẹo,Snack - Bánh kẹo,0.991
Oishi Snack Tom Cay 34Gr,oishi snack tom cay 34gr,Snack - Bánh kẹo,Snack - Bánh kẹo,0.993
